"NetworkId","EventID","CreatedLOcalDateTime","VehicleType","Color",
"WC",60961,08/01/16 17:42,"Car","Silver",
"WC",60964,08/01/16 18:07,"Truck","Other",
"WC",60964,08/01/16 18:07,"Truck","Other",
"WC",60965,08/01/16 18:13,"Truck","White",
"WC",60968,08/01/16 19:30,"Minibus","Beige",
"WC",60968,08/01/16 19:30,"Car","White",
"WC",60969,08/01/16 20:33,"Truck","Red",
"WC",60971,09/01/16 00:06,"Car","Other",
"WC",60975,09/01/16 03:44,"Car","Other",
"WC",60975,09/01/16 03:44,"Car","White",
"WC",60978,09/01/16 05:58,"Truck","White",
"WC",60979,09/01/16 06:38,"Car","Silver",
"WC",60981,09/01/16 07:05,"Truck","White",
"WC",60982,09/01/16 07:09,"Car","Other",
"WC",60983,09/01/16 08:02,"Minibus","White",
"WC",60984,09/01/16 08:06,"Car","White",
"WC",60985,09/01/16 08:17,"Car","White",
"WC",60988,09/01/16 08:52,"LDV","White",
"WC",60991,09/01/16 10:18,"Car","Other",
"WC",60992,09/01/16 10:47,"Car","Blue",
"WC",60993,09/01/16 10:50,"Car","White",
"WC",60994,09/01/16 11:13,"Car","Silver",
"WC",60994,09/01/16 11:13,"LDV","Black",
"WC",60996,09/01/16 11:18,"Truck","White",
"WC",60997,09/01/16 11:24,"Truck","Other",
"WC",60998,09/01/16 12:06,"Car","Black",
"WC",61000,09/01/16 12:30,"Car","Other",
"WC",61001,09/01/16 13:10,"Car","White",
"WC",61001,09/01/16 13:10,"Car","White",
"WC",61002,09/01/16 13:12,"Taxi","White",
"WC",61004,09/01/16 13:56,"Truck","Blue",
"WC",61006,09/01/16 14:17,"LDV","White",
"WC",61006,09/01/16 14:17,"Car","Silver",
"WC",61007,09/01/16 14:38,"LDV","White",
"WC",61008,09/01/16 14:49,"Truck","Other",
"WC",61009,09/01/16 15:27,"Car","Silver",
"WC",61010,09/01/16 15:28,"Truck","White",
"WC",61012,09/01/16 15:37,"Car","Black",
"WC",61012,09/01/16 15:37,"LDV","Silver",
"WC",61012,09/01/16 15:37,"Car","White",
"WC",61012,09/01/16 15:37,"Car","Blue",
"WC",61014,09/01/16 16:12,"Car","White",
"WC",61015,09/01/16 16:18,"Car","White",
"WC",61017,09/01/16 18:37,"LDV","White",
"WC",61018,09/01/16 18:50,"Car","Black",
"WC",61019,09/01/16 19:18,"LDV","Silver",
"WC",61019,09/01/16 19:18,"Car","Other",
"WC",61021,09/01/16 21:25,"Car","Other",
"WC",61025,09/01/16 22:10,"Car","Other",
"WC",61026,09/01/16 22:21,"Car","Other",
"WC",61027,09/01/16 23:25,"Car","Silver",
"WC",61030,10/01/16 01:00,"Car","White",
"WC",61031,10/01/16 03:45,"Car","Green",
"WC",61032,10/01/16 04:35,"Truck","Other",
"WC",61033,10/01/16 05:21,"Minibus","White",
"WC",61034,10/01/16 05:26,"Car","Other",
"WC",61034,10/01/16 05:26,"Car","Red",
"WC",61037,10/01/16 06:30,"Car","Other",
"WC",61039,10/01/16 07:08,"Truck","White",
"WC",61040,10/01/16 08:05,"LDV","White",
"WC",61042,10/01/16 10:02,"Car","Black",
"WC",61042,10/01/16 10:02,"LDV","White",
"WC",61047,10/01/16 11:25,"LDV","White",
"WC",61049,10/01/16 13:31,"Car","Green",
"WC",61050,10/01/16 13:43,"Truck","Other",
"WC",61052,10/01/16 13:59,"Car","Silver",
"WC",61053,10/01/16 14:09,"LDV","White",
"WC",61055,10/01/16 14:34,"Car","Silver",
"WC",61056,10/01/16 14:46,"Car","Green",
"WC",61057,10/01/16 14:56,"Car","Other",
"WC",61057,10/01/16 14:56,"LDV","Other",
"WC",61058,10/01/16 14:58,"Car","Black",
"WC",61059,10/01/16 15:24,"Truck","White",
"WC",61063,10/01/16 16:24,"Minibus","White",
"WC",61064,10/01/16 16:48,"LDV","White",
"WC",61065,10/01/16 16:50,"Minibus","Silver",
"WC",61066,10/01/16 17:23,"Truck","White",
"WC",61067,10/01/16 17:27,"LDV","White",
"WC",61069,10/01/16 18:24,"LDV","Green",
"WC",61070,10/01/16 18:31,"Minibus","White",
"WC",61071,10/01/16 19:03,"Car","Black",
"WC",61072,10/01/16 19:56,"Car","Silver",
"WC",61073,10/01/16 21:15,"Minibus","Silver",
"WC",61075,10/01/16 23:48,"Minibus","White",
"WC",61076,10/01/16 23:51,"Car","Silver",
"WC",61077,11/01/16 02:03,"Taxi","White",
"WC",61077,11/01/16 02:03,"Car","Other",
"WC",61080,11/01/16 04:17,"Taxi","White",
"WC",61083,11/01/16 06:14,"Truck","White",
"WC",61084,11/01/16 06:19,"Truck","White",
"WC",61086,11/01/16 06:41,"LDV","White",
"WC",61087,11/01/16 07:31,"Taxi","White",
"WC",61088,11/01/16 07:37,"Minibus","White",
"WC",61088,11/01/16 07:37,"Minibus","White",
"WC",61090,11/01/16 07:56,"Taxi","White",
"WC",61091,11/01/16 08:01,"Minibus","White",
"WC",61092,11/01/16 08:05,"Truck","Red",
"WC",61093,11/01/16 08:08,"Car","Red",
"WC",61094,11/01/16 08:10,"Minibus","White",
"WC",61096,11/01/16 08:29,"Minibus","White",
"WC",61098,11/01/16 08:50,"Car","Red",
"WC",61100,11/01/16 09:02,"Minibus","White",
"WC",61101,11/01/16 09:10,"Truck","White",
"WC",61102,11/01/16 09:26,"Car","Black",
"WC",61103,11/01/16 09:29,"LDV","White",
"WC",61105,11/01/16 09:30,"Other","Other",
"WC",61108,11/01/16 09:39,"LDV","Green",
"WC",61110,11/01/16 10:06,"Truck","Blue",
"WC",61113,11/01/16 10:19,"Taxi","White",
"WC",61114,11/01/16 10:22,"Car","White",
"WC",61115,11/01/16 10:27,"LDV","Other",
"WC",61116,11/01/16 10:33,"Car","White",
"WC",61116,11/01/16 10:33,"Car","White",
"WC",61117,11/01/16 10:39,"Minibus","Silver",
"WC",61118,11/01/16 10:47,"Taxi","Other",
"WC",61119,11/01/16 10:54,"Truck","Black",
"WC",61121,11/01/16 11:04,"LDV","Other",
"WC",61124,11/01/16 12:28,"LDV","Other",
"WC",61125,11/01/16 12:50,"Car","White",
"WC",61127,11/01/16 13:56,"Truck","White",
"WC",61127,11/01/16 13:56,"Car","Red",
"WC",61127,11/01/16 13:56,"Car","Black",
"WC",61127,11/01/16 13:56,"LDV","White",
"WC",61128,11/01/16 14:03,"Car","Red",
"WC",61128,11/01/16 14:03,"Car","White",
"WC",61129,11/01/16 14:04,"LDV","White",
"WC",61129,11/01/16 14:04,"LDV","White",
"WC",61130,11/01/16 14:05,"Minibus","White",
"WC",61131,11/01/16 14:18,"Truck","Red",
"WC",61133,11/01/16 14:42,"LDV","Other",
"WC",61134,11/01/16 15:12,"Taxi","White",
"WC",61134,11/01/16 15:12,"Car","Other",
"WC",61137,11/01/16 15:40,"LDV","Other",
"WC",61137,11/01/16 15:40,"Car","Silver",
"WC",61138,11/01/16 15:54,"Taxi","White",
"WC",61138,11/01/16 15:54,"LDV","Green",
"WC",61140,11/01/16 16:02,"Bus","White",
"WC",61140,11/01/16 16:02,"Car","Other",
"WC",61141,11/01/16 16:14,"LDV","Other",
"WC",61144,11/01/16 16:59,"Bus","Other",
"WC",61145,11/01/16 17:11,"Car","Silver",
"WC",61145,11/01/16 17:11,"LDV","White",
"WC",61146,11/01/16 17:15,"Car","Black",
"WC",61148,11/01/16 17:34,"Truck","Silver",
"WC",61149,11/01/16 17:39,"Car","Other",
"WC",61149,11/01/16 17:39,"Car","Other",
"WC",61149,11/01/16 17:39,"Motorcycle","Other",
"WC",61150,11/01/16 17:41,"LDV","White",
"WC",61151,11/01/16 18:20,"Car","White",
"WC",61152,11/01/16 18:26,"LDV","White",
"WC",61152,11/01/16 18:26,"Car","Other",
"WC",61152,11/01/16 18:26,"LDV","White",
"WC",61153,11/01/16 19:21,"LDV","White",
"WC",61154,11/01/16 19:29,"Minibus","White",
"WC",61156,11/01/16 20:23,"Car","Blue",
"WC",61156,11/01/16 20:23,"Car","Other",
"WC",61158,11/01/16 23:34,"Truck","Other",
"WC",61160,12/01/16 00:04,"Car","Other",
"WC",61161,12/01/16 02:20,"Minibus","White",
"WC",61166,12/01/16 05:58,"Truck","Other",
"WC",61169,12/01/16 06:20,"Car","Blue",
"WC",61170,12/01/16 06:31,"Bus","White",
"WC",61173,12/01/16 06:54,"Car","Silver",
"WC",61175,12/01/16 06:57,"Taxi","White",
"WC",61176,12/01/16 07:03,"Taxi","White",
"WC",61179,12/01/16 07:29,"Truck","Other",
"WC",61180,12/01/16 07:45,"Car","Beige",
"WC",61181,12/01/16 07:45,"Car","White",
"WC",61182,12/01/16 07:49,"Truck","White",
"WC",61184,12/01/16 08:06,"Car","Other",
"WC",61185,12/01/16 08:11,"Minibus","White",
"WC",61186,12/01/16 08:12,"Truck","Other",
"WC",61189,12/01/16 08:41,"Car","Silver",
"WC",61191,12/01/16 09:03,"Car","White",
"WC",61192,12/01/16 09:10,"LDV","White",
"WC",61193,12/01/16 09:23,"Car","Blue",
"WC",61193,12/01/16 09:23,"LDV","White",
"WC",61196,12/01/16 09:43,"Truck","Other",
"WC",61197,12/01/16 09:47,"Car","White",
"WC",61198,12/01/16 09:49,"Car","Silver",
"WC",61201,12/01/16 10:10,"Truck","White",
"WC",61202,12/01/16 10:20,"LDV","White",
"WC",61203,12/01/16 10:52,"Car","Other",
"WC",61205,12/01/16 11:27,"Car","Blue",
"WC",61206,12/01/16 11:26,"Car","Black",
"WC",61207,12/01/16 11:33,"Minibus","White",
"WC",61207,12/01/16 11:33,"LDV","White",
"WC",61209,12/01/16 12:17,"Truck","Other",
"WC",61210,12/01/16 12:44,"Car","Red",
"WC",61210,12/01/16 12:44,"Car","Green",
"WC",61213,12/01/16 13:26,"Car","Other",
"WC",61213,12/01/16 13:26,"Car","Blue",
"WC",61214,12/01/16 13:41,"Car","White",
"WC",61215,12/01/16 14:02,"Truck","White",
"WC",61216,12/01/16 14:28,"Truck","White",
"WC",61217,12/01/16 14:37,"Truck","Red",
"WC",61219,12/01/16 14:47,"Truck","White",
"WC",61220,12/01/16 14:47,"Truck","White",
"WC",61220,12/01/16 14:47,"Truck","White",
"WC",61221,12/01/16 14:49,"Minibus","White",
"WC",61221,12/01/16 14:49,"Minibus","White",
"WC",61222,12/01/16 14:53,"Car","White",
"WC",61223,12/01/16 15:09,"Truck","White",
"WC",61226,12/01/16 15:38,"Car","Silver",
"WC",61226,12/01/16 15:38,"Car","Black",
"WC",61227,12/01/16 15:42,"Truck","White",
"WC",61230,12/01/16 16:47,"Car","White",
"WC",61231,12/01/16 17:40,"Car","Other",
"WC",61231,12/01/16 17:40,"Truck","Red",
"WC",61232,12/01/16 20:33,"Car","White",
"WC",61233,12/01/16 21:59,"Minibus","Green",
"WC",61234,12/01/16 22:20,"Car","White",
"WC",61237,12/01/16 23:46,"Car","Other",
"WC",61239,13/01/16 00:46,"Minibus","White",
"WC",61244,13/01/16 05:16,"Car","Other",
"WC",61250,13/01/16 05:25,"Car","White",
"WC",61251,13/01/16 05:53,"Truck","White",
"WC",61252,13/01/16 06:13,"Car","Green",
"WC",61254,13/01/16 06:28,"Car","Other",
"WC",61258,13/01/16 06:58,"Truck","White",
"WC",61260,13/01/16 07:01,"LDV","Red",
"WC",61261,13/01/16 07:09,"Car","Black",
"WC",61264,13/01/16 07:17,"Car","Beige",
"WC",61264,13/01/16 07:17,"Car","Beige",
"WC",61264,13/01/16 07:17,"Car","Beige",
"WC",61264,13/01/16 07:17,"Car","Beige",
"WC",61265,13/01/16 07:25,"Car","Other",
"WC",61265,13/01/16 07:25,"Car","White",
"WC",61268,13/01/16 07:31,"Minibus","Beige",
"WC",61268,13/01/16 07:31,"Minibus","Beige",
"WC",61269,13/01/16 07:58,"Truck","White",
"WC",61269,13/01/16 07:58,"Car","Other",
"WC",61270,13/01/16 08:00,"Car","Beige",
"WC",61270,13/01/16 08:00,"Car","Beige",
