"Network ID","Event Id","Created Local Date Time","No Injuries","Injury Type"
"WC",66959,13/03/16 18:04,1,"Light"
"WC",66966,13/03/16 20:17,1,"Fatality"
"WC",66974,13/03/16 22:33,1,"Fatality"
"WC",67021,14/03/16 08:50,3,"Light"
"WC",67211,15/03/16 17:40,1,"Light"
"WC",67236,16/03/16 07:13,1,"Light"
"WC",67380,17/03/16 13:46,1,"Light"
"WC",67468,18/03/16 08:16,1,"Light"
"WC",67557,18/03/16 22:41,1,"Light"
"WC",67567,19/03/16 02:16,1,"Fatality"
"WC",67569,19/03/16 03:17,1,"Severe"
"WC",67599,19/03/16 14:54,3,"Light"
"WC",67633,20/03/16 03:44,2,"Severe"
"WC",67633,20/03/16 03:44,1,"Fatality"
"WC",67678,21/03/16 08:01,2,"Fatality"
"WC",67725,22/03/16 07:48,2,"Light"
"WC",68023,25/03/16 18:13,1,"Severe"
"WC",68023,25/03/16 18:13,1,"Light"
"WC",68034,25/03/16 21:53,2,"Light"
"WC",68048,26/03/16 05:28,1,"Fatality"
"WC",68048,26/03/16 05:28,1,"Severe"
"WC",68049,26/03/16 05:55,6,"Light"
"WC",68177,27/03/16 22:14,1,"Fatality"
"WC",68237,29/03/16 08:40,1,"Light"
"WC",68340,30/03/16 12:30,2,"Light"
"WC",68488,31/03/16 15:28,1,"Light"
"WC",68623,02/04/16 02:51,2,"Light"
"WC",68656,02/04/16 21:11,1,"Light"
"WC",68828,04/04/16 15:30,3,"Light"
"WC",68848,04/04/16 17:46,1,"Light"
"WC",68856,04/04/16 20:08,1,"Light"
"WC",68863,04/04/16 22:28,1,"Light"
"WC",68895,05/04/16 08:45,1,"Light"
"WC",69071,06/04/16 16:23,2,"Light"
"WC",69076,06/04/16 17:26,1,"Severe"
"WC",69099,07/04/16 06:49,1,"Severe"
"WC",69167,07/04/16 17:09,1,"Light"
"WC",69173,07/04/16 19:13,4,"Light"
"WC",69213,08/04/16 11:02,1,"Light"
"WC",69256,09/04/16 01:46,1,"Fatality"
"WC",69366,09/04/16 23:18,1,"Light"
"WC",69370,10/04/16 02:23,1,"Fatality"
"WC",69370,10/04/16 02:23,1,"Severe"
"WC",69427,10/04/16 15:06,1,"Severe"
"WC",69532,11/04/16 14:55,1,"Light"
"WC",69571,12/04/16 05:22,1,"Light"
"WC",69581,12/04/16 06:55,1,"Severe"
"WC",69612,12/04/16 12:30,4,"Light"
"WC",69662,13/04/16 07:17,1,"Light"
"WC",69716,13/04/16 14:54,1,"Light"
"WC",69733,13/04/16 20:11,1,"Light"
"WC",69733,13/04/16 20:11,1,"Severe"
"WC",69777,14/04/16 08:17,1,"Severe"
"WC",69874,15/04/16 06:10,1,"Light"
"WC",69894,15/04/16 08:18,1,"Fatality"
"WC",70035,16/04/16 20:21,1,"Severe"
"WC",70046,17/04/16 02:24,2,"Fatality"
"WC",70137,18/04/16 12:46,1,"Light"
"WC",70216,19/04/16 07:47,1,"Light"
"WC",70216,19/04/16 07:47,1,"Severe"
"WC",70268,19/04/16 14:46,1,"Light"
"WC",70351,20/04/16 11:19,1,"Severe"
"WC",70407,21/04/16 00:42,1,"Fatality"
"WC",70407,21/04/16 00:42,1,"Severe"
"WC",70422,21/04/16 06:59,1,"Light"
"WC",70480,21/04/16 17:01,1,"Light"
"WC",70508,22/04/16 06:36,1,"Severe"
"WC",70508,22/04/16 06:36,3,"Light"
"WC",70640,25/04/16 07:34,1,"Fatality"
"WC",70760,26/04/16 14:13,1,"Light"
"WC",71079,01/05/16 08:48,2,"Fatality"
"WC",71079,01/05/16 08:48,3,"Light"
"WC",71111,01/05/16 22:39,1,"Fatality"
"WC",71298,04/05/16 08:41,1,"Light"
"WC",71466,06/05/16 05:55,2,"Light"
"WC",71516,06/05/16 12:40,1,"Fatality"
"WC",71602,07/05/16 20:43,7,"Light"
"WC",71602,07/05/16 20:43,2,"Fatality"
"WC",71602,07/05/16 20:43,1,"Severe"
"WC",71613,08/05/16 03:38,2,"Light"
"WC",71618,08/05/16 07:23,2,"Light"
"WC",71647,08/05/16 21:02,1,"Light"
"WC",71674,09/05/16 08:59,1,"Severe"
"WC",71730,09/05/16 18:10,1,"Light"
"WC",71752,10/05/16 07:05,1,"Fatality"
"WC",71808,10/05/16 19:52,1,"Light"
"WC",71831,11/05/16 08:26,1,"Light"
"WC",71909,11/05/16 23:24,1,"Severe"
"WC",72025,13/05/16 05:59,3,"Light"
"WC",72059,13/05/16 11:39,1,"Fatality"
"WC",72100,13/05/16 21:49,1,"Fatality"
"WC",72105,14/05/16 00:29,1,"Light"
"WC",72143,15/05/16 02:01,1,"Fatality"
"WC",72170,15/05/16 14:24,1,"Light"
"WC",72214,16/05/16 07:58,1,"Light"
"WC",72240,16/05/16 12:07,1,"Light"
"WC",72319,17/05/16 09:44,1,"Light"
"WC",72438,18/05/16 16:12,1,"Light"
"WC",72489,19/05/16 07:32,1,"Light"
"WC",72489,19/05/16 07:32,1,"Severe"
"WC",72493,19/05/16 07:38,1,"Light"
"WC",72516,19/05/16 13:58,1,"Fatality"
"WC",72559,20/05/16 07:35,1,"Light"
"WC",72608,20/05/16 15:12,1,"Fatality"
"WC",72617,20/05/16 16:51,1,"Light"
"WC",72636,20/05/16 22:24,1,"Light"
"WC",72642,21/05/16 04:29,1,"Light"
"WC",72643,21/05/16 04:34,1,"Severe"
"WC",72704,21/05/16 23:45,1,"Severe"
"WC",72711,22/05/16 03:38,2,"Light"
"WC",72721,22/05/16 08:20,1,"Light"
"WC",72721,22/05/16 08:20,1,"Severe"
"WC",72726,22/05/16 10:29,1,"Fatality"
"WC",72731,22/05/16 14:27,7,"Light"
"WC",72731,22/05/16 14:27,1,"Severe"
"WC",72743,22/05/16 19:05,1,"Fatality"
"WC",72880,24/05/16 08:44,1,"Light"
"WC",72936,24/05/16 16:49,1,"Severe"
"WC",72936,24/05/16 16:49,1,"Light"
"WC",73026,25/05/16 15:54,1,"Light"
"WC",73147,26/05/16 17:57,1,"Light"
"WC",73207,27/05/16 09:44,1,"Light"
"WC",73295,28/05/16 14:30,1,"Severe"
"WC",73306,28/05/16 16:56,2,"Light"
"WC",73322,29/05/16 10:17,1,"Light"
"WC",73436,31/05/16 05:30,2,"Light"
"WC",73447,31/05/16 07:16,1,"Light"
"WC",73511,01/06/16 08:38,2,"Light"
"WC",73559,01/06/16 14:43,1,"Light"
"WC",73560,01/06/16 14:52,1,"Fatality"
"WC",73565,01/06/16 15:43,2,"Severe"
"WC",73568,01/06/16 16:08,2,"Light"
"WC",73585,01/06/16 22:34,1,"Light"
"WC",73586,01/06/16 23:24,1,"Severe"
"WC",73624,02/06/16 09:27,1,"Light"
"WC",73748,03/06/16 09:09,3,"Light"
"WC",73751,03/06/16 09:55,2,"Severe"
"WC",73775,03/06/16 13:18,1,"Light"
"WC",73859,04/06/16 19:42,1,"Severe"
"WC",73883,05/06/16 07:41,4,"Severe"
"WC",73887,05/06/16 10:30,2,"Light"
"WC",73915,05/06/16 18:56,4,"Light"
"WC",73917,05/06/16 20:00,3,"Light"
"WC",73958,06/06/16 10:57,1,"Light"
"WC",73989,06/06/16 19:34,1,"Light"
"WC",73990,06/06/16 19:49,1,"Severe"
"WC",73990,06/06/16 19:49,2,"Light"
"WC",73991,06/06/16 19:59,1,"Light"
"WC",74288,09/06/16 13:52,2,"Light"
"WC",74302,09/06/16 15:55,1,"Light"
"WC",74343,10/06/16 04:06,1,"Fatality"
"WC",74357,10/06/16 07:12,1,"Fatality"
"WC",74359,10/06/16 07:31,1,"Light"
"WC",74368,10/06/16 08:59,1,"Fatality"
"WC",74481,12/06/16 03:02,3,"Severe"
"WC",74519,12/06/16 12:28,1,"Light"
"WC",74548,12/06/16 23:23,4,"Light"
"WC",74651,13/06/16 23:54,1,"Light"
"WC",74775,15/06/16 07:07,1,"Severe"
"WC",74796,15/06/16 10:36,3,"Light"
"WC",74881,16/06/16 00:28,1,"Light"
"WC",74995,17/06/16 14:38,2,"Light"
"WC",74996,17/06/16 14:40,1,"Light"
"WC",75008,17/06/16 17:43,1,"Light"
"WC",75013,17/06/16 19:25,1,"Light"
"WC",75084,18/06/16 14:10,1,"Severe"
"WC",75092,18/06/16 15:24,2,"Light"
"WC",75103,18/06/16 20:00,1,"Severe"
"WC",75124,19/06/16 05:21,1,"Severe"
"WC",75125,19/06/16 06:00,1,"Light"
"WC",75205,20/06/16 07:29,1,"Fatality"
"WC",75213,20/06/16 08:31,2,"Light"
"WC",75230,20/06/16 12:11,1,"Light"
"WC",75457,23/06/16 08:11,2,"Light"
"WC",75547,24/06/16 12:25,1,"Light"
"WC",75647,25/06/16 17:08,1,"Light"
"WC",75654,25/06/16 19:57,1,"Severe"
"WC",75694,26/06/16 17:34,1,"Light"
"WC",75742,27/06/16 08:49,2,"Light"
"WC",75791,27/06/16 15:15,1,"Light"
"WC",75815,28/06/16 04:26,1,"Light"
"WC",75877,28/06/16 14:30,1,"Severe"
"WC",75888,28/06/16 19:32,8,"Light"
"WC",75888,28/06/16 19:32,3,"Severe"
"WC",78557,01/08/16 01:16,1,"Light"
"WC",78623,01/08/16 19:24,1,"Severe"
"WC",78697,02/08/16 18:06,2,"Light"
"WC",78712,03/08/16 00:42,1,"Light"
"WC",78753,03/08/16 16:29,1,"Light"
"WC",78770,03/08/16 22:15,1,"Fatality"
"WC",78828,04/08/16 21:13,1,"Fatality"
"WC",78851,05/08/16 09:40,1,"Light"
"WC",78964,06/08/16 23:32,1,"Severe"
"WC",78964,06/08/16 23:32,1,"Light"
"WC",78984,07/08/16 14:08,1,"Light"
"WC",79004,08/08/16 00:02,1,"Severe"
"WC",79031,08/08/16 10:32,1,"Light"
"WC",79053,08/08/16 14:59,1,"Light"
"WC",79062,08/08/16 16:14,1,"Light"
"WC",79082,09/08/16 00:28,1,"Severe"
"WC",79090,09/08/16 09:10,1,"Light"
"WC",79093,09/08/16 10:48,1,"Fatality"
"WC",79125,10/08/16 07:26,1,"Severe"
"WC",79177,10/08/16 19:25,1,"Fatality"
"WC",79274,12/08/16 06:51,1,"Fatality"
"WC",79324,12/08/16 15:33,2,"Light"
"WC",79363,13/08/16 10:03,2,"Light"
"WC",79403,14/08/16 09:32,1,"Severe"
"WC",79403,14/08/16 09:32,4,"Light"
"WC",79419,14/08/16 19:47,1,"Fatality"
"WC",79424,15/08/16 01:14,1,"Fatality"
"WC",79651,17/08/16 12:37,1,"Light"
"WC",79672,17/08/16 16:31,1,"Severe"
"WC",79672,17/08/16 16:31,1,"Light"
"WC",79680,17/08/16 18:02,1,"Light"
"WC",79688,17/08/16 19:11,1,"Severe"
"WC",79710,18/08/16 06:55,1,"Light"
"WC",79803,18/08/16 19:37,1,"Fatality"
"WC",79804,18/08/16 20:33,1,"Light"
"WC",79808,19/08/16 00:17,3,"Light"
"WC",79810,19/08/16 05:35,1,"Fatality"
"WC",79961,20/08/16 17:30,1,"Fatality"
"WC",80023,22/08/16 09:12,1,"Severe"
"WC",80045,22/08/16 13:05,1,"Fatality"
"WC",80046,22/08/16 13:14,1,"Fatality"
"WC",80090,22/08/16 20:07,1,"Light"
"WC",80159,23/08/16 11:26,1,"Light"
"WC",80168,23/08/16 13:39,4,"Severe"
"WC",80168,23/08/16 13:39,1,"Light"
"WC",80289,24/08/16 23:09,1,"Light"
"WC",80348,25/08/16 14:30,1,"Light"
"WC",80377,26/08/16 01:23,4,"Light"
"WC",80421,26/08/16 11:12,1,"Fatality"
"WC",80472,26/08/16 23:40,2,"Light"
"WC",80473,27/08/16 00:06,6,"Light"
"WC",80485,27/08/16 09:06,2,"Light"
"WC",80530,27/08/16 19:05,3,"Severe"
"WC",80532,27/08/16 21:36,1,"Light"
"WC",80534,27/08/16 23:49,2,"Light"
"WC",80534,27/08/16 23:49,1,"Severe"
"WC",80565,28/08/16 20:55,1,"Severe"
"WC",80568,29/08/16 04:38,1,"Light"
"WC",80652,30/08/16 06:21,1,"Light"
"WC",80663,30/08/16 07:03,1,"Light"
"WC",80720,30/08/16 15:34,1,"Light"
"WC",80735,30/08/16 19:36,5,"Light"
"WC",80735,30/08/16 19:36,1,"Severe"
"WC",80877,01/09/16 05:45,1,"Light"
"WC",80982,02/09/16 08:07,2,"Light"
"WC",81076,03/09/16 07:50,1,"Severe"
"WC",81076,03/09/16 07:50,2,"Light"
"WC",81093,03/09/16 12:44,1,"Fatality"
"WC",81100,03/09/16 15:19,1,"Light"
"WC",81102,03/09/16 16:00,1,"Fatality"
"WC",81134,04/09/16 09:22,4,"Light"
"WC",81138,04/09/16 10:23,1,"Light"
"WC",81140,04/09/16 11:32,4,"Light"
"WC",81167,05/09/16 05:54,1,"Light"
"WC",81180,05/09/16 07:06,1,"Light"
"WC",81181,05/09/16 07:36,1,"Light"
"WC",81181,05/09/16 07:36,2,"Severe"
"WC",81182,05/09/16 07:53,5,"Light"
"WC",81194,05/09/16 09:04,1,"Severe"
"WC",81194,05/09/16 09:04,2,"Light"
"WC",81247,05/09/16 16:01,2,"Light"
"WC",81255,05/09/16 16:52,1,"Severe"
"WC",81403,07/09/16 07:51,1,"Severe"
"WC",81454,07/09/16 15:14,1,"Light"
"WC",81471,07/09/16 19:58,1,"Light"
"WC",81486,08/09/16 05:20,1,"Severe"
"WC",81503,08/09/16 08:14,2,"Light"
"WC",81513,08/09/16 10:01,1,"Light"
"WC",81538,08/09/16 15:18,1,"Light"
"WC",81636,09/09/16 14:25,1,"Light"
"WC",81656,09/09/16 21:12,1,"Light"
"WC",81668,10/09/16 06:15,1,"Light"
"WC",81668,10/09/16 06:15,1,"Severe"
"WC",81668,10/09/16 06:15,1,"Fatality"
"WC",81693,10/09/16 16:07,1,"Fatality"
"WC",81708,11/09/16 01:57,2,"Light"
"WC",81708,11/09/16 01:57,1,"Severe"
"WC",81725,11/09/16 15:09,1,"Light"
"WC",81726,11/09/16 16:14,1,"Light"
"WC",81820,12/09/16 14:47,1,"Light"
"WC",81916,13/09/16 16:46,1,"Fatality"
"WC",82007,14/09/16 15:47,2,"Light"
"WC",82018,14/09/16 17:22,6,"Light"
"WC",82071,15/09/16 14:50,1,"Light"
"WC",82228,17/09/16 08:23,1,"Light"
"WC",82280,18/09/16 01:51,8,"Light"
"WC",82324,18/09/16 20:37,1,"Fatality"
"WC",82328,18/09/16 21:49,1,"Light"
"WC",82328,18/09/16 21:49,1,"Severe"
"WC",82328,18/09/16 21:49,1,"Fatality"
"WC",82361,19/09/16 07:43,1,"Light"
"WC",82433,20/09/16 07:33,1,"Light"
"WC",82447,20/09/16 11:09,2,"Light"
"WC",82448,20/09/16 11:06,2,"Severe"
"WC",82523,21/09/16 08:36,1,"Fatality"
"WC",82525,21/09/16 08:47,8,"Light"
"WC",82525,21/09/16 08:47,2,"Severe"
"WC",82707,23/09/16 13:09,1,"Light"
"WC",82750,24/09/16 03:04,1,"Fatality"
"WC",82761,24/09/16 09:01,2,"Light"
"WC",82782,24/09/16 17:13,1,"Light"
"WC",82823,25/09/16 16:46,3,"Light"
"WC",82823,25/09/16 16:46,1,"Severe"
"WC",82831,25/09/16 18:54,1,"Light"
"WC",82838,25/09/16 22:39,1,"Fatality"
"WC",82959,27/09/16 08:39,1,"Light"
"WC",82981,27/09/16 12:22,1,"Severe"
"WC",83058,28/09/16 08:05,12,"Light"
"WC",83239,29/09/16 14:47,14,"Light"
"WC",83287,30/09/16 07:32,1,"Light"
"WC",83318,30/09/16 11:13,1,"Severe"
"WC",83375,30/09/16 19:57,1,"Severe"
"WC",83405,01/10/16 10:04,1,"Fatality"
"WC",83413,01/10/16 12:28,1,"Light"
"WC",83435,01/10/16 17:16,1,"Light"
"WC",83439,01/10/16 18:12,2,"Light"
"WC",83465,02/10/16 05:59,11,"Light"
"WC",83475,02/10/16 09:34,3,"Light"
"WC",83496,02/10/16 17:16,1,"Fatality"
"WC",83500,02/10/16 20:36,1,"Light"
"WC",83660,04/10/16 21:29,1,"Light"
"WC",83695,05/10/16 10:57,1,"Severe"
"WC",83762,05/10/16 20:51,1,"Severe"
"WC",83765,05/10/16 23:41,1,"Severe"
"WC",83765,05/10/16 23:41,11,"Light"
"WC",83777,06/10/16 07:16,1,"Light"
"WC",83838,06/10/16 21:35,1,"Severe"
"WC",83843,07/10/16 05:55,1,"Fatality"
"WC",83915,07/10/16 19:35,1,"Light"
"WC",83930,08/10/16 07:55,1,"Light"
"WC",83936,08/10/16 11:31,4,"Light"
"WC",83943,08/10/16 13:39,1,"Light"
"WC",83956,09/10/16 05:14,2,"Light"
"WC",84020,10/10/16 13:17,1,"Light"
"WC",84084,11/10/16 16:31,1,"Severe"
"WC",84150,12/10/16 14:13,2,"Light"
"WC",84346,15/10/16 05:13,1,"Light"
"WC",84407,16/10/16 03:30,1,"Light"
"WC",84413,16/10/16 06:57,1,"Fatality"
"WC",84460,17/10/16 06:32,1,"Light"
"WC",84510,17/10/16 12:05,1,"Fatality"
"WC",84544,17/10/16 16:17,1,"Light"
"WC",84673,19/10/16 07:27,1,"Light"
"WC",84674,19/10/16 07:37,2,"Light"
"WC",84902,21/10/16 15:29,1,"Severe"
"WC",84925,22/10/16 02:02,1,"Light"
"WC",84955,22/10/16 20:35,2,"Light"
"WC",84986,23/10/16 18:16,1,"Light"
"WC",84994,24/10/16 06:08,1,"Fatality"
"WC",84995,24/10/16 06:22,1,"Light"
"WC",85000,24/10/16 07:18,1,"Light"
"WC",85051,24/10/16 16:28,1,"Light"
"WC",85109,25/10/16 10:06,1,"Light"
"WC",85163,26/10/16 07:29,9,"Light"
"WC",85251,27/10/16 09:05,1,"Light"
"WC",85267,27/10/16 12:38,1,"Severe"
"WC",85267,27/10/16 12:38,1,"Fatality"
"WC",85298,27/10/16 19:57,1,"Light"
"WC",85329,28/10/16 09:07,11,"Light"
"WC",85329,28/10/16 09:07,1,"Severe"
"WC",85405,29/10/16 00:26,1,"Light"
"WC",85452,29/10/16 21:31,3,"Light"
"WC",85480,30/10/16 12:26,1,"Light"
"WC",85545,31/10/16 11:47,5,"Light"
"WC",85588,01/11/16 06:42,1,"Light"
"WC",85595,01/11/16 08:01,1,"Severe"
"WC",85811,03/11/16 23:40,1,"Light"
"WC",85843,04/11/16 15:11,1,"Severe"
"WC",85923,06/11/16 03:08,1,"Light"
"WC",85926,06/11/16 05:30,2,"Light"
"WC",85942,06/11/16 17:30,1,"Light"
"WC",85983,07/11/16 15:24,1,"Fatality"
"WC",85994,07/11/16 18:20,2,"Light"
"WC",86108,09/11/16 08:09,4,"Light"
"WC",86237,10/11/16 10:37,1,"Light"
"WC",86290,11/11/16 08:03,1,"Light"
"WC",86442,13/11/16 22:24,1,"Severe"
"WC",86481,14/11/16 10:05,1,"Fatality"
"WC",86522,14/11/16 16:29,1,"Severe"
"WC",86894,18/11/16 23:35,1,"Light"
"WC",87020,20/11/16 17:28,1,"Light"
"WC",87043,21/11/16 06:42,1,"Light"
"WC",87119,21/11/16 19:01,2,"Light"
"WC",87121,21/11/16 21:13,2,"Light"
"WC",87130,22/11/16 06:35,2,"Light"
"WC",87137,22/11/16 08:07,1,"Light"
"WC",87205,22/11/16 20:49,1,"Light"
"WC",87205,22/11/16 20:49,1,"Fatality"
"WC",87212,23/11/16 06:19,1,"Light"
"WC",87230,23/11/16 09:33,2,"Severe"
"WC",87253,23/11/16 14:48,1,"Light"
"WC",87265,23/11/16 17:11,1,"Light"
"WC",87273,23/11/16 18:33,1,"Light"
"WC",87450,25/11/16 14:19,1,"Light"
"WC",87491,26/11/16 02:31,1,"Severe"
"WC",87492,26/11/16 05:47,1,"Light"
"WC",87511,26/11/16 10:53,1,"Severe"
"WC",87522,26/11/16 14:01,2,"Light"
"WC",87523,26/11/16 14:03,1,"Severe"
"WC",87526,26/11/16 14:49,1,"Severe"
"WC",87529,26/11/16 15:19,6,"Light"
"WC",87540,26/11/16 21:05,10,"Light"
"WC",87540,26/11/16 21:05,1,"Severe"
"WC",87583,27/11/16 18:35,1,"Light"
"WC",87595,28/11/16 04:24,1,"Severe"
"WC",87611,28/11/16 08:44,1,"Light"
"WC",87616,28/11/16 09:09,2,"Light"
"WC",87714,29/11/16 07:20,8,"Light"
"WC",87788,29/11/16 23:59,1,"Fatality"
"WC",87894,30/11/16 18:47,3,"Light"
"WC",87938,01/12/16 09:48,1,"Light"
"WC",88058,02/12/16 10:46,1,"Light"
"WC",88135,03/12/16 06:53,2,"Light"
"WC",88153,03/12/16 12:25,1,"Light"
"WC",88180,04/12/16 06:09,1,"Light"
"WC",88195,04/12/16 11:32,1,"Fatality"
"WC",88195,04/12/16 11:32,2,"Severe"
"WC",88226,05/12/16 05:27,1,"Light"
"WC",88244,05/12/16 07:22,4,"Light"
"WC",88275,05/12/16 11:47,1,"Light"
"WC",88305,05/12/16 16:14,1,"Fatality"
"WC",88309,05/12/16 17:22,1,"Light"
"WC",88327,06/12/16 04:29,1,"Fatality"
"WC",88329,06/12/16 06:15,1,"Light"
"WC",88361,06/12/16 09:31,2,"Light"
"WC",88457,07/12/16 08:06,1,"Severe"
"WC",88491,07/12/16 13:58,2,"Light"
"WC",88619,08/12/16 19:38,1,"Fatality"
"WC",88631,09/12/16 03:14,1,"Light"
"WC",88748,09/12/16 21:28,1,"Light"
"WC",88749,09/12/16 21:46,1,"Fatality"
"WC",88784,10/12/16 09:13,4,"Light"
"WC",88997,12/12/16 14:56,1,"Light"
"WC",89014,12/12/16 17:20,1,"Light"
"WC",89016,12/12/16 17:38,1,"Light"
"WC",89019,12/12/16 19:22,1,"Fatality"
"WC",89022,12/12/16 21:05,1,"Light"
"WC",89068,13/12/16 10:43,3,"Light"
"WC",89196,15/12/16 05:17,1,"Fatality"
"WC",89234,15/12/16 15:00,1,"Light"
"WC",89265,15/12/16 22:34,1,"Light"
"WC",89274,16/12/16 00:49,5,"Severe"
"WC",89274,16/12/16 00:49,13,"Light"
"WC",89283,16/12/16 04:11,1,"Severe"
"WC",89294,16/12/16 07:28,6,"Light"
"WC",89343,17/12/16 07:28,1,"Severe"
"WC",89393,17/12/16 21:31,1,"Fatality"
"WC",89397,17/12/16 23:38,2,"Light"
"WC",89406,18/12/16 05:58,1,"Light"
"WC",89414,18/12/16 07:57,1,"Light"
"WC",89439,18/12/16 14:44,8,"Light"
"WC",89439,18/12/16 14:44,1,"Severe"
"WC",89679,20/12/16 18:54,1,"Light"
"WC",89831,22/12/16 09:30,5,"Severe"
